corpus,claim,model,unit,n_items,K_full,frac_ceiling,frac_floor,n_items_mid,mean_y,phi_fullK_mom,phi_fullK_ssratio,phi_K6_mom,phi_K6_sd,phi_K6_mid_mom,phi_fullK_mid_mom,sigma2_item,sigma2_probe,sigma2_resid,n_clamped,design,seed_var,phi_broad_noisecorrected,subject
PromptEval,capability,google_gemma_7b_it,question,237,100,0.5274261603375527,0.270042194092827,29,0.6444303797468355,0.009433044159088438,0.010252633120286616,0.0026995512060769065,0.014529083280208896,0.1222293194754591,0.11584898257628447,0.17936378372872686,0.0021688493314753784,0.048387771731474793,0,single-sample,,,high_school_world_history
PromptEval,capability,meta_llama_llama_3_70b_instruct,question,237,100,0.9071729957805907,0.05485232067510549,7,0.9281856540084388,3.5252604616829416e-05,0.0005554398760105221,0.0,0.0002811412193842458,,,0.05859797286315202,2.3585638260601707e-06,0.00830433708464174,0,single-sample,,,high_school_world_history
PromptEval,capability,meta_llama_llama_3_8b_instruct,question,237,100,0.7805907172995781,0.1308016877637131,17,0.8268776371308016,0.0005235803605099773,0.001105520199855505,0.0002598006841252351,0.0005479754409046211,,,0.12354133121243184,7.522482206026487e-05,0.020057324297830626,0,single-sample,,,high_school_world_history
PromptEval,capability,mistralai_mistral_7b_instruct_v0_2,question,237,100,0.6751054852320675,0.21940928270042195,18,0.7248101265822785,8.480989782924078e-05,0.0005794265066436974,0.0,0.0002505726047730669,,,0.17654626433107445,1.6979492413948685e-05,0.023643251509589205,0,single-sample,,,high_school_world_history
PromptEval,capability,tiiuae_falcon_40b,question,237,100,0.5316455696202531,0.189873417721519,43,0.6730379746835443,0.00034431010011090705,0.001450588704847556,0.000303167354904199,0.0006668802639410856,0.0,0.0005056877599014133,0.1622651603642807,7.600499018649645e-05,0.05840458146508351,0,single-sample,,,high_school_world_history
PromptEval,capability,codellama_codellama_34b_instruct,question,895,100,0.16089385474860335,0.48044692737430167,214,0.32878212290502795,0.0010133271437364128,0.001392697709119852,0.0008474900608795532,0.0007575045186512054,0.005208341527425074,0.00651615275572088,0.14306238847298425,0.00022379065422070926,0.07756121019223265,0,single-sample,,,moral_scenarios
PromptEval,capability,google_flan_t5_xl,question,895,100,0.20670391061452514,0.740782122905028,26,0.23550837988826814,0.00018520304533904168,0.0002556623749396853,0.00016098479580758989,0.00017175145800567843,0.20011505503691118,0.20107519497595525,0.16846085036434108,3.3379676812618916e-05,0.011738642218114305,0,single-sample,,,moral_scenarios
PromptEval,capability,google_gemma_7b_it,question,895,100,0.19664804469273742,0.6703910614525139,74,0.26065921787709495,0.0001625149362896645,0.0003399999299995,0.00013480427754580533,0.00020275217171132336,0.016626588533762914,0.019625124251365096,0.16168721825127652,3.1348693716058995e-05,0.031178741030340146,0,single-sample,,,moral_scenarios
PromptEval,capability,meta_llama_llama_3_70b_instruct,question,895,100,0.6134078212290502,0.17653631284916202,122,0.7266815642458101,0.0032948888420109143,0.0035354487666184272,0.0015921837229123906,0.0036100374254209792,0.022822321899376823,0.02457317498116369,0.1495380205262099,0.0006549897762825663,0.048596632592658236,0,single-sample,,,moral_scenarios
PromptEval,capability,meta_llama_llama_3_8b_instruct,question,895,100,0.293854748603352,0.3877094972067039,201,0.45516201117318433,0.0009377494063688,0.0012466060633415826,0.0006285038982995677,0.0007973344816127589,0.00604379473563065,0.00790148345399106,0.17678011868525906,0.00023274021001890233,0.07117733822799249,0,single-sample,,,moral_scenarios
PromptEval,capability,mistralai_mistral_7b_instruct_v0_2,question,895,100,0.1418994413407821,0.582122905027933,159,0.2738659217877095,0.0008837430013193553,0.0012212465195895457,0.0007627209780425565,0.0007592716208600162,0.003803115768994015,0.005076422636360445,0.1367000771465546,0.0001758812677788344,0.062142610916635144,0,single-sample,,,moral_scenarios
PromptEval,capability,tiiuae_falcon_40b,question,895,100,0.08044692737430167,0.48379888268156424,291,0.2767709497206704,0.0007775721818595177,0.0013128703360359105,0.0007335922171562087,0.0006950789328710156,0.004806035953674223,0.005549731474660747,0.1019356985802938,0.0001557363090114019,0.09819390535906602,0,single-sample,,,moral_scenarios
PromptEval,capability,codellama_codellama_34b_instruct,question,311,100,0.4630225080385852,0.28938906752411575,54,0.5803215434083602,0.0,0.000631238004881728,0.0,0.0002551598274219319,0.0,0.0,0.18950931993935832,0.0,0.05467053692196313,1,single-sample,,,philosophy
PromptEval,capability,google_flan_t5_xl,question,311,100,0.45980707395498394,0.4212218649517685,24,0.5047588424437299,0.00024224656166473848,0.0005666128807127266,5.3782288087993654e-05,0.0003922699828700839,0.0038960952286404777,0.02080402168929921,0.22503410832733517,6.073178627892866e-05,0.025607526357863456,0,single-sample,,,philosophy
PromptEval,capability,google_gemma_7b_it,question,311,100,0.4533762057877814,0.3536977491961415,36,0.5582315112540193,0.0013687884721238918,0.0019074865801391656,0.0005458474173805979,0.002831688270280302,0.010268804593091882,0.014605623457053572,0.20442110137784864,0.00033846189307241064,0.04251158195375601,0,single-sample,,,philosophy
PromptEval,capability,meta_llama_llama_3_70b_instruct,question,311,100,0.7717041800643086,0.13504823151125403,20,0.8178135048231511,0.00023575397360447499,0.0006678553776264039,0.0001444307615911284,0.00029971625516740994,0.017824230617210633,0.01806228072872546,0.12907086841865392,3.5224142681875335e-05,0.020304507579686503,0,single-sample,,,philosophy
PromptEval,capability,meta_llama_llama_3_8b_instruct,question,311,100,0.6559485530546624,0.2315112540192926,23,0.7165916398713826,0.0,0.0003085290892470131,0.0,8.71915979766684e-05,0.0,0.0,0.17661641621064916,0.0,0.027063907407232787,1,single-sample,,,philosophy
PromptEval,capability,mistralai_mistral_7b_instruct_v0_2,question,311,100,0.5530546623794212,0.2733118971061093,39,0.6453054662379422,0.0012939663857083174,0.0018544443390906935,0.0009507872965419106,0.0011092744611588047,0.011529172549549613,0.013916371993860265,0.18821384679698133,0.00029695984845865556,0.04098499149780137,0,single-sample,,,philosophy
PromptEval,capability,tiiuae_falcon_40b,question,311,100,0.4662379421221865,0.2572347266881029,61,0.6113183279742765,0.0002207648046251275,0.0010201853773638106,0.00011989576922479641,0.0005028235618299287,0.0018248469293087543,0.003337829052696944,0.17833545704949086,5.258266724919565e-05,0.059796064576896436,0,single-sample,,,philosophy
PromptEval,capability,codellama_codellama_34b_instruct,question,1534,100,0.2457627118644068,0.5234680573663625,230,0.3523272490221643,0.00046652435552714495,0.000604143977221747,0.0004245625516304753,0.000286083193515939,0.01645078309890422,0.01902905136002842,0.17797810432823205,0.00010651225650064745,0.050225556804381975,0,single-sample,,,professional_law
PromptEval,capability,google_flan_t5_xl,question,1534,100,0.3122555410691004,0.5651890482398957,114,0.3761212516297262,0.0013903878747083436,0.0014527012709451292,0.0011324993269041755,0.0014791083532405458,0.04945586650496034,0.05561947437394735,0.20704900101231655,0.00032645260646189364,0.027417018611585596,0,single-sample,,,professional_law
PromptEval,capability,google_gemma_7b_it,question,1534,100,0.26010430247718386,0.5319426336375489,223,0.3590612777053455,0.000748949305166307,0.0008833589488593552,0.0002586128754674534,0.001382151444963754,0.00316948764231572,0.005590327450132196,0.17961933508021274,0.0001724496384352432,0.0504636374383298,0,single-sample,,,professional_law
PromptEval,capability,meta_llama_llama_3_70b_instruct,question,1534,100,0.5821382007822686,0.31877444589308995,93,0.6288200782268579,3.7758170865664906e-05,0.00010049881939627366,2.640232194420493e-05,6.172453861222786e-05,0.0,0.0,0.21071477035721287,8.81815602038497e-06,0.02281939882473897,0,single-sample,,,professional_law
PromptEval,capability,meta_llama_llama_3_8b_instruct,question,1534,100,0.36571056062581486,0.439374185136897,203,0.46196870925684486,0.00021198111910109523,0.00032458390239946936,0.00017638584722898688,0.0001543513066932718,0.006082191799219287,0.006811684496337452,0.20449523251473564,5.271710635072598e-05,0.044139794713279744,0,single-sample,,,professional_law
PromptEval,capability,mistralai_mistral_7b_instruct_v0_2,question,1534,100,0.2835723598435463,0.4641460234680574,276,0.4114146023468057,0.00016784383972658046,0.00031834083446823113,0.0001460027143548394,0.00014913597886203378,0.002046291552234217,0.002133469215878048,0.18516633492486753,4.066421758550851e-05,0.05706711500883778,0,single-sample,,,professional_law
PromptEval,capability,tiiuae_falcon_40b,question,1534,100,0.25749674054758803,0.4471968709256845,313,0.40004563233376794,0.0003335311023102311,0.0005073155076593651,0.0002791976572872464,0.000307101648467562,0.0034488434509907778,0.0037738578779087793,0.17423301814061046,8.008880077605409e-05,0.06581082819183585,0,single-sample,,,professional_law
PromptEval,capability,codellama_codellama_34b_instruct,question,100,100,0.69,0.16,9,0.7749,0.0,0.001909018053604203,0.0,0.000797405438957946,,,0.14171209060299964,0.0,0.034143464952555866,1,single-sample,,,us_foreign_policy
PromptEval,capability,google_flan_t5_xl,question,100,100,0.62,0.25,6,0.6965,0.000178724126919959,0.0013092054766655078,0.0001551000843885127,0.0005319532916483891,,,0.18910074482195696,3.811855933067973e-05,0.0241426895214774,0,single-sample,,,us_foreign_policy
PromptEval,capability,google_gemma_7b_it,question,100,100,0.6,0.23,13,0.6857,0.00037142816760021765,0.002238864386140928,0.0,0.00124693005282514,,,0.17653727170696867,8.070605040301909e-05,0.04066777879808183,0,single-sample,,,us_foreign_policy
PromptEval,capability,meta_llama_llama_3_70b_instruct,question,100,100,0.91,0.06,2,0.9228,0.0,0.0009567637130517383,0.0,0.0003631939632666596,,,0.06479383736353433,0.0,0.0070970717273747584,1,single-sample,,,us_foreign_policy
PromptEval,capability,meta_llama_llama_3_8b_instruct,question,100,100,0.82,0.12,4,0.8516,0.0,0.0010717102672755528,0.0,0.0005045386862930804,,,0.11361597796143252,0.0,0.01390119375573921,1,single-sample,,,us_foreign_policy
PromptEval,capability,mistralai_mistral_7b_instruct_v0_2,question,100,100,0.76,0.12,9,0.8128,0.0,0.0016178115956659198,0.0,0.0006238937816198792,,,0.1261147433935313,0.0,0.027329701050913167,1,single-sample,,,us_foreign_policy
PromptEval,capability,tiiuae_falcon_40b,question,100,100,0.72,0.11,14,0.818,0.00046961909972983827,0.003009215723152145,9.020014034438341e-05,0.0012647918456296966,,,0.11171892664013879,7.044179165391164e-05,0.03820834608713397,0,single-sample,,,us_foreign_policy
PromptEval,capability,codellama_codellama_34b_instruct,question,171,100,0.6549707602339181,0.22807017543859648,12,0.7145029239766082,0.0011659503585110937,0.001912477738669262,0.0007641161279654497,0.001018322787411896,,,0.17829043096948155,0.00023906071377691608,0.026505578662441413,0,single-sample,,,world_religions
PromptEval,capability,google_flan_t5_xl,question,171,100,0.47953216374269003,0.4269005847953216,12,0.5263157894736842,0.0,0.00042524005486968444,0.0,0.00010878759222359682,,,0.22962949759028192,0.0,0.021037857070880805,1,single-sample,,,world_religions
PromptEval,capability,google_gemma_7b_it,question,171,100,0.543859649122807,0.3216374269005848,18,0.6187719298245614,0.0010485455299943023,0.0018692896538393458,0.00046719173064157236,0.001898678227006226,,,0.2031825235499126,0.00024859534457057666,0.03365476575177297,0,single-sample,,,world_religions
PromptEval,capability,meta_llama_llama_3_70b_instruct,question,171,100,0.8421052631578947,0.08187134502923976,6,0.8787134502923977,0.0015318669194993235,0.002410607855416411,0.0014600544886551065,0.0011264328806214327,,,0.09062573446887173,0.00016407626314747067,0.016318881974196734,0,single-sample,,,world_religions
PromptEval,capability,meta_llama_llama_3_8b_instruct,question,171,100,0.6783625730994152,0.14035087719298245,22,0.7466081871345029,0.0022128760431509714,0.0032901832595433798,0.0020956387771016724,0.0016577216573339473,0.051810796734379216,0.053330544808114604,0.1540878895595098,0.0004206495640964162,0.035583249071381176,0,single-sample,,,world_religions
PromptEval,capability,mistralai_mistral_7b_instruct_v0_2,question,171,100,0.7485380116959064,0.1695906432748538,8,0.7845614035087719,0.00024837107718806215,0.0009781375018857034,4.1250684210587276e-05,0.0005516513317701108,,,0.14851154128140714,4.219699575736739e-05,0.021341227896439455,0,single-sample,,,world_religions
PromptEval,capability,tiiuae_falcon_40b,question,171,100,0.695906432748538,0.17543859649122806,15,0.7513450292397661,8.18420570451345e-05,0.0010524678738830975,0.0,0.0003974996874146619,,,0.1563912951322652,1.5365210411649895e-05,0.031335571052805315,0,single-sample,,,world_religions
